test,predict
3.594333333,3.854004
3.756555556,3.665298
3.578666667,3.2907128
3.8262222219999997,3.5350282
3.568,3.6642618
3.4548888889999994,3.366745
3.328888889,3.0778575
3.435555556,3.1341846
3.204111111,3.0627391
3.068444444,3.09658
3.132333333,3.162801
3.177444444,3.2891457
3.168111111,3.2640364
3.5284444439999993,3.287012
3.7358888889999995,3.085022
3.756444444,3.0408258
3.478,3.0507677
3.491555556,3.0516918
2.904555556,3.0049617
2.812444444,3.0589247
2.623222222,3.1065564
2.786333333,3.105409
2.687777778,3.0986557
