test,predict
3.546444444,3.7129762
3.666222222,3.7464397
3.271777778,3.5551922
3.419888889,3.50909
3.2675555560000005,3.6494136
3.297333333,3.4648087
3.220222222,3.3219204
3.066444444,3.235945
3.261555556,3.2403338
3.442888889,3.2605383
3.465555556,3.3738225
3.334333333,3.343304
3.401333333,3.1193266
3.192333333,3.2254713
3.067,3.1043758
2.997222222,2.878991
2.784222222,2.8333204
2.89,2.8063407
2.818777778,3.2033331
2.868555556,3.2338974
2.731222222,3.1221802
2.762777778,3.2346668
2.698666667,3.2315166
