test,predict
4.449555556,3.1639984
4.023333333,3.3562715
3.948444444,3.4181674
3.3478888890000005,3.141961
3.348,2.9731076
3.424,2.9353979
3.420888889,2.9707496
3.226666667,3.2250721
3.051333333,3.1990361
3.029444444,2.9689038
3.196555556,2.9062135
3.096888889,2.8475654
3.162777778,2.83925
3.1025555559999995,2.98649
3.053555556,3.0720575
3.005888889,3.1412842
3.043444444,3.0860767
3.149888889,2.8791792
3.121888889,2.909981
3.016777778,3.0120363
3.085555556,3.159701
3.0960000000000005,3.0609639
2.971333333,2.9574165
