test,predict
3.6432222219999995,3.6050394
3.383777778,3.643248
3.339777778,3.6478608
4.044,3.5856435
3.680888889,3.4973857
3.424777778,3.3121774
3.466111111,3.4935126
3.470333333,3.512557
3.522222222,3.3687768
3.398666667,3.302961
3.265777778,3.5669339
3.177222222,3.4691
3.268555556,3.3181005
3.263222222,3.345164
3.061888889,3.3034642
3.212666667,3.2475893
3.219111111,3.633901
3.1401111110000004,3.4758463
3.081222222,3.1155007
3.1951111110000006,2.9325123
3.164777778,2.7849731
3.287888889,2.8200033
3.361111111,2.8145936
