test,predict
3.734555556,3.692141
3.671111111,3.684466
3.699111111,3.7489908
3.3363333330000002,3.6609285
3.146777778,3.4580996
3.118444444,3.240776
3.182444444,3.0483794
3.117555556,2.9393852
3.013111111,3.0062954
2.955,3.0836887
3.040888889,2.9591124
2.963111111,3.2238638
3.143555556,3.229274
3.1022222219999995,3.0984683
3.076444444,3.2060852
3.000555556,3.386424
2.923888889,3.0605555
3.022666667,3.36571
3.02,3.333945
3.118222222,3.2828274
3.019666667,3.2360547
3.158,2.9291794
3.036444444,2.918389
